0,v_0 (V):,v_1 (V):,v_2 (V):,v_3 (V):,v_4 (V):,v_5 (V):,v_6 (V):,i_0 (A):,i_1 (A):,i_2 (A):,i_3 (A):,i_4 (A):,i_5 (A):,i_6 (A):,tq_0 (Nm):,tq_1 (Nm):,tq_2 (Nm):,tq_3 (Nm):,tq_4 (Nm):,tq_5 (Nm):,tq_6 (Nm):,pos_0 (m or rad):,pos_1 (m or rad):,pos_2 (m or rad):,pos_3 (m or rad):,pos_4 (m or rad):,pos_5 (m or rad):,pos_6 (m or rad):,pos_ref_0 (m or rad):,pos_ref_1 (m or rad):,pos_ref_2 (m or rad):,pos_ref_3 (m or rad):,pos_ref_4 (m or rad):,pos_ref_5 (m or rad):,pos_ref_6 (m or rad):,vel_0 (m/s or rad/s):,vel_1 (m/s or rad/s):,vel_2 (m/s or rad/s):,vel_3 (m/s or rad/s):,vel_4 (m/s or rad/s):,vel_5 (m/s or rad/s):,vel_6 (m/s or rad/s):,vel_ref_0 (m/s or rad/s),vel_ref_1 (m/s or rad/s),vel_ref_2 (m/s or rad/s),vel_ref_3 (m/s or rad/s),vel_ref_4 (m/s or rad/s),vel_ref_5 (m/s or rad/s),vel_ref_6 (m/s or rad/s),
3.16,-0.00084549772838,0.011502573344,-2.71279304508,-0.94145107051,0.0159744921259,0.014792879431,0.0155744055694,-0.0477265133161,0.233022709761,-54.2437220952,-18.8293470513,0.321123390231,0.296037944125,0.310309768772,-0.0145747586511,0.0699315732857,-16.2730154719,-5.64880682907,0.0963506299668,0.0888128862001,0.0930831111098,0.0000402927507821,-3.06010269924E-6,-0.0000390067143599,6.67572021484E-6,6.67572021484E-6,0.0000276565551758,1.90734863281E-6,0,0,0,0,0,0,0,0.00390236615203,-0.00050881243078,0.004546971526,-0.00017210986698,-0.0000515312713105,0.000739426759537,-0.000034786076867,0,0,0,0,0,0,0,
3.2,-0.00107548304442,0.00952088840929,-2.71229181292,-0.941242835723,0.0159818831019,0.0147242148802,0.0151812485563,-0.00703898399683,0.197038831174,-54.2751342119,-18.8235211437,0.318828193709,0.289817319576,0.303133635487,-0.00199110622495,0.0591668248772,-16.2798185423,-5.64704521334,0.0956417125432,0.0869063043892,0.0909359961824,0.0000149607476487,-0.0000264407499344,0.0000267028808594,-9.81869561656E-7,4.76837158203E-6,0.0000271797180176,0.0000200271606445,0,0,0,0,0,0,0,0.00176077685319,0.0011697455775,0.0521423853934,3.15773650073E-6,-0.000298942555673,-0.000919695361517,-0.000194480555365,0,0,0,0,0,0,0,
3.24,-0.00101081247159,0.010654430308,-2.71156135231,-0.94119094219,0.0160381975703,0.0148380359098,0.0152305058347,-0.0134179762465,0.213553508157,-54.3342282533,-18.8237342563,0.322226755559,0.295782488979,0.307336274822,-0.00396874059741,0.0640699266306,-16.3011268194,-5.64711957198,0.0966802167023,0.0887265947835,0.0922236004309,0.0000321865045407,-5.72782255404E-6,-0.000040571889258,-1.66348627317E-6,9.53674316406E-7,0.0000247955322266,0.0000181198120117,0,0,0,0,0,0,0,-0.00872988533229,0.000190807157196,0.0252238959074,-0.000333309115376,0.00195629219525,0.000142054574098,0.000933257164434,0,0,0,0,0,0,0,
3.28,-0.000778854484099,0.0114178686821,-2.71126553818,-0.941143876809,0.0160830367338,0.0149441321775,0.015194218527,-0.00778996286703,0.228019813447,-54.4886835573,-18.8225596412,0.321291608234,0.293432992742,0.304062546052,-0.00227209613665,0.0684031310325,-16.3498392979,-5.64676524322,0.0963844064165,0.0879844840658,0.0912202486117,0.0000153779928951,-0.0000320559847751,-0.0000819876077003,-6.48579771223E-7,-7.72009343564E-7,0.0000171661376953,0.0000185966491699,0,0,0,0,0,0,0,-0.00193065637723,-0.000148481383803,-0.0408986248076,-0.0000615656899754,-0.000613266951405,0.00114935892634,-0.000467916892376,0,0,0,0,0,0,0,
3.32,-0.000915516513407,0.0106510695996,-2.71182877701,-0.941182139341,0.0161769392246,0.0148884375975,0.0152733734952,-0.0478360479885,0.21296513519,-53.9734706843,-18.8241381156,0.323468803808,0.30149912075,0.305627225487,-0.0145968620442,0.0638890717504,-16.1898486648,-5.64724556241,0.0970400579701,0.0904808226316,0.0916894989426,0.0000211000206036,-0.0000412577719544,-0.0000793853396317,-3.29927979692E-6,4.76837158203E-7,0.0000219345092773,0.0000138282775879,0,0,0,0,0,0,0,0.000369930494344,0.00162624544464,-0.0531058236957,-0.000282469700323,-0.000020174542442,-0.000256551546045,-0.000256227329373,0,0,0,0,0,0,0,
3.36,-0.000966727868138,0.0117102802006,-2.71105426079,-0.941170676898,0.01611679083,0.015043886511,0.0153543404447,-0.0783306219512,0.228166407851,-54.2935899859,-18.8228025431,0.320814951876,0.302004853122,0.305866494422,-0.0239908204569,0.0683995957208,-16.2886812022,-5.64683567132,0.0962318116901,0.0906108486275,0.0917497790393,0.0000275969687209,-0.0000154778026626,-0.0000869068098837,-3.7445399812E-6,-4.28706016464E-6,0.0000157356262207,0.0000109672546387,0,0,0,0,0,0,0,0.011944450438,-0.00101413601078,-0.023446124047,0.0000329592585331,-0.000373771792511,-0.000826913979836,0.000267184805125,0,0,0,0,0,0,0,
3.4,-0.000923110130964,0.0106334761557,-2.71078084867,-0.941170863328,0.0161330175006,0.0150288184568,0.0153790882932,-0.016544878765,0.211636319088,-54.6883015057,-18.8244769101,0.322935485983,0.306686492961,0.306840299916,-0.00494748593071,0.0634822856927,-16.4104294895,-5.64735190339,0.0968829385946,0.0920568655869,0.0920459110919,0.0000231861940847,0.0000123977661133,-0.0000692687608534,-5.11668622494E-6,-1.75692230187E-6,0.0000104904174805,0.0000109672546387,0,0,0,0,0,0,0,0.0013465101365,0.0000703327168594,-0.0392051786184,0.0000437797243649,0.000104010745417,0.000542894820683,0.0000951330293901,0,0,0,0,0,0,0,
3.44,-0.00108469864782,0.0101159363141,-2.71087788443,-0.941081890287,0.016087554656,0.0150046428129,0.0154137066709,-0.052915128965,0.197229097772,-54.2804966115,-18.8189389008,0.33116872781,0.296005584624,0.308528116566,-0.0161347149896,0.0591263157608,-16.2846734745,-5.64565917938,0.099429098632,0.0887676147902,0.0925605514959,0.000017821757865,0.0000367164611816,-0.0000538174135727,-9.6917110568E-6,-2.12171812564E-6,0.0000181198120117,6.67572021484E-6,0,0,0,0,0,0,0,-0.000165701057995,-0.0000888029462658,-0.00833479315042,-0.000287317670882,0.0000153335276991,0.00284639745951,0.000240209803451,0,0,0,0,0,0,0,
3.48,-0.000813329814548,0.00881040385868,-2.71142934541,-0.940891627478,0.0161132372475,0.0148444732115,0.0155460289823,-0.00701094187957,0.173660840898,-54.1718494759,-18.8069811135,0.324052152972,0.300596079415,0.310440489378,-0.00202615211044,0.0520770253004,-16.2510820308,-5.64200390542,0.0972305409584,0.0902097122844,0.0931281460612,0.0000200271606445,0.0000195503234863,-0.0000450642255601,-0.0000183277497854,-2.96119151244E-6,0.0000171661376953,9.53674316406E-7,0,0,0,0,0,0,0,0.00306686502881,-0.0020791257266,-0.0401897840202,0.0000772759958636,-0.000850350479595,-0.000112273963168,-0.000809886667412,0,0,0,0,0,0,0,
3.52,-0.000784248879893,0.00989826015141,-2.71291808627,-0.94075955294,0.0161204186704,0.0150762637541,0.0155456475126,-0.00554933790613,0.200155403058,-54.0567418395,-18.8126740005,0.325495883065,0.293366576404,0.312927071292,-0.00158033770774,0.0600648725843,-16.2153423861,-5.64378122467,0.0976744941666,0.0879419837655,0.0938949057297,8.94063668966E-6,0.0000977516174316,4.76837158203E-6,-0.0000226119936997,-3.74089694333E-7,9.05990600586E-6,1.90734863281E-6,0,0,0,0,0,0,0,0.000783831812441,-0.0000299172534142,0.0758076682687,-0.000414820970036,-0.0000212236773223,0.000262105022557,-0.000350095506292,0,0,0,0,0,0,0,
3.56,-0.000748998532492,0.00919730952885,-2.7127680733,-0.940741026802,0.016102321288,0.0150724967405,0.0155549409524,-0.097819722266,0.181507260888,-53.9630221634,-18.8147745774,0.322431315768,0.297435209247,0.311751834963,-0.0300362479433,0.0544318538524,-16.1864704882,-5.64443199022,0.0967326021471,0.0891971067276,0.0935309922881,0.0000125169590319,0.0000162124633789,0.0000309944152832,-0.0000253480520769,-1.72024010681E-6,0.0000123977661133,-6.74594275551E-7,0,0,0,0,0,0,0,0.00414500245824,-0.00128008786123,0.000465919991257,-0.000910894479603,0.0000804287847131,0.00198410754092,0.000554129946977,0,0,0,0,0,0,0,
3.6,-0.00073211215406,0.00902326396611,-2.71328005335,-0.940633512467,0.0160916154686,0.0150971492216,0.015525778294,0.0130677644224,0.182582097187,-54.2577126911,-18.7970129548,0.322248025926,0.30156926833,0.315175450023,0.00415124605593,0.0547922693049,-16.2772480709,-5.63897340898,0.0966778720824,0.0904676661981,0.0945914673749,-4.88757177664E-6,0.0000605583190918,0.0000739097595215,-0.0000278799725493,2.86102294922E-6,8.58306884766E-6,1.90734863281E-6,0,0,0,0,0,0,0,-0.00504569802433,0.00211975467391,0.0431802123785,0.000107499959995,-0.000729016959667,0.0027610459365,0.00190484337509,0,0,0,0,0,0,0,
3.64,-0.000643236676883,0.0103293749177,-2.71291272857,-0.940616957982,0.0160642687433,0.015064199774,0.0156161519575,-0.00337067265437,0.210571385849,-54.2785112899,-18.7928068414,0.32216837763,0.286402346891,0.313142339452,-0.000932084622283,0.0632046148171,-16.283722193,-5.63767928311,0.0966578716455,0.085796690329,0.093949529338,-6.79495724398E-6,-6.99954125594E-6,0.0000557899475098,-0.0000289152321784,9.53674316406E-7,0.0000119209289551,-4.5145434342E-6,0,0,0,0,0,0,0,0.00316061964259,-0.000642577710096,0.0758072137833,-0.00028711464256,-0.000310231233016,-0.0000885619519977,-0.000253731384873,0,0,0,0,0,0,0,
3.68,-0.000663805923496,0.0105634423104,-2.71258009924,-0.940494227833,0.0161056959607,0.0149045546934,0.0156838728773,-0.0132810608426,0.210012219758,-53.986037409,-18.8094130323,0.319740243863,0.297937810163,0.311400570825,-0.00398435943922,0.0629931940405,-16.1935981846,-5.64281998033,0.0959022925311,0.0893800656848,0.0934011971915,-2.92064214591E-6,-0.0000474633998238,-0.0000321133484249,-0.0000352407041646,-2.87563761958E-6,0.0000143051147461,-7.20573189028E-6,0,0,0,0,0,0,0,-0.00367599329911,0.000725020130631,0.023106014356,0.000106951163616,-0.000608645612374,-0.0000423828023486,0.000142747172504,0,0,0,0,0,0,0,
3.72,-0.000545549445788,0.0116098623628,-2.71208480801,-0.940483882124,0.0160362232446,0.0148978312895,0.0156537224224,-0.00313721586954,0.224918012085,-54.2542632008,-18.810446725,0.319517176421,0.305538764781,0.31208606211,-0.000876383318811,0.0674147433323,-16.2709433622,-5.64314042654,0.095845092189,0.0917248139258,0.0936175820803,-7.92747232481E-6,-0.0000412944609707,5.24520874023E-6,-0.0000348900066456,2.38418579102E-6,0.0000157356262207,-4.9723689699E-6,0,0,0,0,0,0,0,-0.00219836272299,0.000446223595645,0.0553864985704,-0.000469628343126,-0.00083899020683,-0.00318504078314,0.00032679643482,0,0,0,0,0,0,0,
3.76,-0.000806480796673,0.00980963373638,-2.71278514286,-0.940387806883,0.0160840112255,0.0148140510008,0.0157106008731,-0.00381875572057,0.196134172645,-54.2190411978,-18.8077868849,0.322170867593,0.294486137431,0.318305601717,-0.0010430362144,0.0588397642762,-16.2654068455,-5.64233632171,0.0966553489703,0.0883308838746,0.0955257937172,0.0000222325234063,0.0000195503234863,-0.0000407335355703,-0.0000398037300329,-2.06687718673E-6,0.0000247955322266,-7.67734582041E-6,0,0,0,0,0,0,0,-0.00339048891328,0.000206302211154,0.0407694205642,0.0000300371611957,-0.000635845353827,-0.000130306158098,-0.00046719139209,0,0,0,0,0,0,0,
3.8,-0.000645131556639,0.009917589669,-2.71278339796,-0.940276833625,0.0160919685086,0.0146796306059,0.0157819209329,-0.0119392909686,0.198290665142,-54.450898108,-18.8092595758,0.320929085009,0.282580592063,0.31551279017,-0.00357375945589,0.0594866901407,-16.3368963503,-5.64280889694,0.0962711397931,0.084682410785,0.094652790147,0.0000103711490738,0.0000123977661133,0.0000648498535156,-0.0000441320298705,-1.87800617368E-6,0.0000267028808594,-9.37370168685E-6,0,0,0,0,0,0,0,0.000265864015091,0.000622026913334,0.0482943840325,-0.000038952624891,-0.000017243786715,0.00122842867859,-0.000190064660273,0,0,0,0,0,0,0,
3.84,-0.00111956649741,0.0110565978128,-2.71179288598,-0.940214685352,0.0161161287026,0.0147643645689,0.0157779186399,-0.104968381543,0.223819998551,-53.6974978242,-18.8043398475,0.322973409275,0.294655628885,0.313584260677,-0.0321786565595,0.0671683999177,-16.1047630148,-5.64130233875,0.0968974464093,0.0883914248114,0.0940588272688,0.0000277161179838,-0.0000563762296224,-0.0000349032925442,-0.000042975821998,1.43051147461E-6,0.0000219345092773,-8.0757363321E-6,0,0,0,0,0,0,0,0.0102684451267,-0.000182195130037,-0.0267424844205,-0.000395740440581,0.000191722996533,0.000606391695328,0.000156159047037,0,0,0,0,0,0,0,
3.88,-0.00141725058217,0.00974604005094,-2.71134766146,-0.940139359123,0.0160365859165,0.0148420890257,0.015751251333,-0.0275301220567,0.1899650095,-54.7026149242,-18.8029496903,0.319676136369,0.299113813414,0.314300612996,-0.00825224587045,0.0569482045873,-16.4147483247,-5.64088626133,0.0958940443943,0.0897530776316,0.0942841471182,0.0000252723002632,0.0000424385070801,0.0000243186950684,-0.0000462351854367,3.81469726563E-6,0.0000219345092773,-8.50746982906E-6,0,0,0,0,0,0,0,-0.00201661302708,0.000559416075703,0.00349303800613,0.0000389567940147,-0.00035744253546,0.000225813506404,-0.000197413290152,0,0,0,0,0,0,0,
3.92,-0.00129584260191,0.00983773583646,-2.71131218835,-0.940176026046,0.0159870425357,0.0148919661924,0.0157954300334,0.0263402406314,0.196197752622,-54.3351044831,-18.8090532685,0.321705815386,0.290876002608,0.31451022995,0.00833754796165,0.0588546844191,-16.3014385176,-5.64276208679,0.0965281193214,0.0872047731054,0.0943414158956,0.0000451803207397,0.0000138282775879,-0.0000144674868352,-0.0000417968767579,2.86102294922E-6,0.0000147819519043,-2.08740016205E-6,0,0,0,0,0,0,0,-0.00713492231444,0.000605530338362,0.0637512505054,0.000770422047935,0.000224438379519,-0.000446897814982,0.000209335936233,0,0,0,0,0,0,0,
3.96,-0.00139835582792,0.00984803551908,-2.71228528194,-0.940286928816,0.0160238543644,0.015117224066,0.0156236747785,-0.0293006838141,0.197164033132,-53.9436938435,-18.8051152525,0.320230257003,0.296883013075,0.312672432708,-0.0088013182047,0.0591509042958,-16.1805913881,-5.64152938139,0.0960670201817,0.089019391687,0.093803387622,0.0000348687135556,0.0000505447387695,-0.0000700810269336,-0.0000387897634937,1.90734863281E-6,8.10623168945E-6,-3.95544384446E-6,0,0,0,0,0,0,0,-0.000416409573518,-0.00297313905321,-0.0243206880987,-0.0000740905452403,-0.0000730385072529,0.00112704304047,0.0000307499285555,0,0,0,0,0,0,0,
4,-0.00145310217719,0.00920301789517,-2.71185008433,-0.940245913159,0.016013173212,0.0149990161345,0.0157002299152,-0.0317634210982,0.188252735461,-54.0207298541,-18.8048662186,0.320178617028,0.285102327213,0.313303854435,-0.00955153780908,0.0565107571178,-16.204416691,-5.64145943187,0.0960528780484,0.0854067148683,0.0939853167984,0.0000473856525787,-0.0000227296186495,0.0000152587890625,-0.000038403475628,4.76837158203E-7,0.0000157356262207,-6.30269187241E-6,0,0,0,0,0,0,0,0.00236619450152,0.000194780121092,0.0415719263256,-0.0000901802195585,0.0000547934905626,-0.000715833855793,7.4693816714E-6,0,0,0,0,0,0,0,
4.04,-0.00173976445564,0.0082245164496,-2.7117074925,-0.94024916632,0.0160836221361,0.0149070342466,0.015230442298,-0.0218546895298,0.16601529299,-54.0869834451,-18.8024226648,0.32182045456,0.28988209213,0.306160176981,-0.00644856852907,0.0498172959304,-16.2248686468,-5.64070546058,0.0965473697999,0.0868958060322,0.0918609808529,0.0000527500778844,0.0000877380371094,-0.0000489548947371,-0.0000394781964133,1.43051147461E-6,0.0000166893005371,0.0000195503234863,0,0,0,0,0,0,0,-0.00522756949067,0.000227472948609,-0.0308480449021,-0.0000492014805786,-5.55766746402E-6,0.00306506943889,-0.0000728298909962,0,0,0,0,0,0,0,
4.08,-0.00163660718915,0.010028582154,-2.71312814065,-0.940217443382,0.0161090070565,0.0150259574339,0.015271211875,-0.0445917181381,0.201956183307,-53.9528888108,-18.8035049108,0.322333244973,0.301475407269,0.307052846875,-0.0134763452277,0.0605983928274,-16.1829992825,-5.64104444025,0.0967012493573,0.0904505910023,0.0921294258073,0.0000508427474415,0.000056266784668,-0.0000174675024027,-0.0000414518945036,-4.20102821863E-7,9.05990600586E-6,0.0000143051147461,0,0,0,0,0,0,0,0.00845046900213,-0.000471327919513,-0.0362408682704,-0.0000343961582985,-0.00022065686062,0.000368877546862,0.000108181731775,0,0,0,0,0,0,0,
4.12,-0.00174192277243,0.00962155395571,-2.71392299806,-0.940116951805,0.0161448509309,0.0150417407438,0.0153424036628,-0.0413200763973,0.188093127108,-54.4090829144,-18.8029291329,0.323452933678,0.299716676677,0.314608257141,-0.0124500364271,0.0563917885322,-16.3238133989,-5.64088365735,0.0970405127289,0.0899056851848,0.0944471453413,0.0000555515362066,9.53674316406E-6,0.0000209808349609,-0.0000412670124206,-2.30255409406E-6,7.62939453125E-6,8.58306884766E-6,0,0,0,0,0,0,0,-0.00408752448857,-0.000228470744332,-0.0367660187185,-0.000173323031049,0.000135332695208,0.00228541810066,0.000127198291011,0,0,0,0,0,0,0,
4.16,-0.00166344751612,0.00967166954104,-2.71376516496,-0.940118627098,0.016013457657,0.0149518092558,0.0154250395423,0.00409779194578,0.193772151331,-54.5531618545,-18.8009885926,0.310421948008,0.290087092527,0.297759204514,0.00154072710264,0.0581344684035,-16.3686397327,-5.64028504488,0.0930445243595,0.0869515519864,0.0892382481349,0.0000439285868197,0.0000748634338379,0.000025749206543,-0.0000418428353441,3.33786010742E-6,9.53674316406E-6,5.72204589844E-6,0,0,0,0,0,0,0,0.00145004410297,-0.000804683077149,-0.0535753257573,-0.000273149111308,-0.0000501456088386,-0.000421761535108,0.000147084298078,0,0,0,0,0,0,0,
4.2,-0.00137862597691,0.00900958114687,-2.71377093469,-0.940100443995,0.0160217546235,0.0150627692625,0.0154038679725,-0.0443390025024,0.182078365243,-54.2109269673,-18.802453174,0.320886772977,0.281399304837,0.31239575892,-0.0134414214421,0.0546392324256,-16.2615855751,-5.64073965466,0.0962697958972,0.0842543241144,0.0937547143384,0.0000252127447311,0.0000190734863281,0.0000720024108887,-0.0000385898420063,-1.28681995193E-6,8.10623168945E-6,6.67572021484E-6,0,0,0,0,0,0,0,0.0011082974961,0.000497916480526,-0.102517671883,0.0000228917924687,-0.0000780342961662,0.000347224762663,0.0000250138255069,0,0,0,0,0,0,0,
4.24,-0.00131206038038,0.0102172506426,-2.71341449891,-0.940099768101,0.0160219501611,0.0153238070607,0.0154201758033,0.0433718728642,0.195642705145,-54.7460461656,-18.8054439655,0.323646906345,0.304447505512,0.307655780802,0.0135916708632,0.0586202923126,-16.4277951512,-5.641661928,0.0971208044297,0.091317346356,0.0922905031135,0.0000221133395826,-0.000055386510212,0.0000848770141602,-0.0000428933817602,1.90734863281E-6,-5.16648879056E-6,7.15255737305E-6,0,0,0,0,0,0,0,-0.0127266114578,0.00135715119541,-0.0157605502754,-0.000442339107394,-0.000259013148025,0.00179628795013,0.000720628187992,0,0,0,0,0,0,0,
4.28,-0.00116511718949,0.0102048419577,-2.7129079548,-0.940060674135,0.0161584621205,0.0152646884369,0.0154268515235,-0.0669367128279,0.205283663995,-53.8948284487,-18.8017116712,0.32603134383,0.302441082988,0.307746309664,-0.0204446335904,0.0615949894054,-16.1654207792,-5.64051765293,0.0978332539942,0.0907085525152,0.0923173035592,0.0000177025776793,-0.0000104852060758,0.0000476837158203,-0.0000430388972745,-5.34182890988E-6,-3.61434945262E-6,6.67572021484E-6,0,0,0,0,0,0,0,-0.0000398360934923,0.0000673771282891,0.00305977626704,-0.000477850437164,0.000648617860861,-0.00105022988282,7.79575202614E-7,0,0,0,0,0,0,0,
4.32,-0.000941360894053,0.0104746706236,-2.7130215851,-0.940094389014,0.016083799781,0.0153402754476,0.0155300867682,-0.0178098732894,0.206855245468,-54.1239148626,-18.8021794628,0.32492686857,0.302452313057,0.31196783331,-0.00533448411522,0.0620345889154,-16.2360368185,-5.64065626953,0.0975051511789,0.0906994172846,0.0936017341426,8.82147833181E-6,-0.000012096377759,0.0000214576721191,-0.0000393379777961,-1.05615094981E-6,-9.93142111838E-6,1.43051147461E-6,0,0,0,0,0,0,0,0.00224186619744,-0.000415389396949,0.00687115779147,-0.000319480488542,-0.000330779817887,0.000615655677393,0.000133224122692,0,0,0,0,0,0,0,
4.36,-0.000614155014496,0.0112482879661,-2.71203959653,-0.940081024121,0.0161322065825,0.0153477701928,0.0155486357337,-0.00917252258833,0.221324899469,-54.2507278903,-18.8154392344,0.321507685627,0.302802444644,0.310968253406,-0.00272583529565,0.0663671293419,-16.2753011668,-5.6447469266,0.0964428353045,0.0908061253997,0.0932904388445,-0.0000109076381705,-0.000063180916186,0.0000443458557129,-0.0000394002090616,-4.74851913168E-6,-0.0000117640247481,-1.33537719194E-6,0,0,0,0,0,0,0,0.00191918795463,0.0000128416359075,0.0406144559383,0.000026497116778,-0.000345316599123,-0.00170402554795,-0.00190292834304,0,0,0,0,0,0,0,
4.4,-0.000490355800612,0.0114711287141,-2.71197317302,-0.940239614729,0.016192320627,0.0152701590692,0.0155399154611,-0.0130828545756,0.222989150673,-53.9454617247,-18.8042240483,0.320497438844,0.305130715703,0.311243977807,-0.00395215419405,0.0668431333384,-16.1811885029,-5.64126247912,0.0961213235392,0.0915369441635,0.0933769072469,-0.0000216365097003,0.0000147819519043,2.86102294922E-6,-0.0000323162203131,-5.44967360838E-6,-4.46741432825E-6,1.43051147461E-6,0,0,0,0,0,0,0,0.00368340034038,-0.000341965176631,-0.0474289506674,0.000073488939961,-0.000501011963934,0.00018863704463,0.000122293946333,0,0,0,0,0,0,0,
4.44,-0.000604392292116,0.00974349336468,-2.71159501126,-0.940262754741,0.0161108144032,0.015252144306,0.0155489276833,0.0168613422262,0.200023825514,-54.2361113007,-18.8070970579,0.318686824751,0.285129836706,0.310974417896,0.00529964590176,0.0600500973059,-16.2708684825,-5.64214446705,0.0955766352311,0.0853730089334,0.0932922909041,-0.0000348091089108,4.29153442383E-6,-0.0000236413743551,-0.0000283781446342,-1.50659457177E-6,-6.25595066595E-6,-2.16386092688E-6,0,0,0,0,0,0,0,-0.000408633757615,0.000977054703981,-0.0120374504477,-0.000671186251566,-0.0000881892628968,-0.000360993319191,-0.000148055609316,0,0,0,0,0,0,0,
4.48,0.0000361560806412,0.0081159527763,-2.71107656204,-0.940359022147,0.0161327738492,0.0152175420814,0.0156549664175,-0.0464523025607,0.159545495816,-54.3416997815,-18.8001263387,0.327767750602,0.309389642278,0.312323032799,-0.014328819303,0.0478405357471,-16.303511339,-5.63997911741,0.0983729274609,0.0928588826888,0.0936904407102,-0.0000357031749445,0.0000143051147461,-0.0000386042920582,-0.0000244736565946,-1.89778779713E-6,2.86102294922E-6,-5.05134721607E-6,0,0,0,0,0,0,0,0.00169091136195,0.000648016808555,0.0358385182917,0.000552063749637,0.00545774912462,-0.000585025409237,1.13877467811E-6,0,0,0,0,0,0,0,
4.52,0.0000926904324659,0.00958871202313,-2.71246517684,-0.940323347658,0.0161517318149,0.0152687268334,0.0157285949992,0.0119681443371,0.190345120035,-54.5709416143,-18.8091920782,0.325637256349,0.309251090051,0.314193764392,0.00367472943188,0.0570916266735,-16.3739628016,-5.64278033284,0.097712865405,0.0928076316269,0.0942549781877,-0.0000450015249953,0.0000395774841309,7.62939453125E-6,-0.0000247070802288,-3.71560759049E-6,-8.09720404504E-6,-8.37261995912E-6,0,0,0,0,0,0,0,-0.00500503461808,-0.000765491626225,0.0599948950112,-0.000152652719407,0.000155492220074,0.0000273539189948,0.0001320829615,0,0,0,0,0,0,0,
4.56,0.0000531782296819,0.00960444764935,-2.71073275709,-0.940358456255,0.0161589151577,0.0153611965789,0.0157172240975,0.0352140616502,0.210553384619,-54.0205093208,-18.8064313159,0.324112200137,0.309461745358,0.316100241826,0.0108488059705,0.0633198856494,-16.2045349144,-5.64192324634,0.097241442516,0.0928571720556,0.0948447038802,-0.0000454187611467,-0.0000751136612962,-0.000105882179923,-0.0000242127462116,-3.12059592034E-6,-0.000010447146451,-6.52402422929E-6,0,0,0,0,0,0,0,0.00177255028393,-0.000278102321317,-0.0305442269892,-0.00018764246488,-0.000502653419971,-0.00112685048953,0.000131292967126,0,0,0,0,0,0,0,
4.6,0.0000144769374672,0.00941807262609,-2.71059237961,-0.940325773931,0.0160920924555,0.0155587599769,0.0156751151073,0.00757139885318,0.179878131116,-54.6407559701,-18.805186169,0.32204489303,0.309547747215,0.315453565898,0.00233210182348,0.0538927449897,-16.3958010275,-5.64154477313,0.0966151599417,0.0928507620619,0.0946523303006,-0.0000559687505302,0.0000128746032715,-0.0000636035256321,-0.0000257162319031,-2.26863591024E-7,-0.0000155837406055,-6.52889048069E-6,0,0,0,0,0,0,0,-0.00199031247757,-0.000344909232808,-0.079597517848,-0.000217229913687,-0.000323664222378,-0.000655017967802,-0.000393855792936,0,0,0,0,0,0,0,
4.64,0.000430351345385,0.00931407444189,-2.71180284144,-0.940372693591,0.0160221453065,0.0156574215117,0.0157368955797,0.0247764920547,0.191445392535,-53.6629342083,-18.8057921429,0.320841652821,0.325119029882,0.318558705065,0.00756769315929,0.0574766502913,-16.0941042406,-5.64172379514,0.0962558187353,0.0976354639618,0.095599451465,-0.0000597835241933,0.0000514984130859,-0.0000178430145752,-0.0000203427043743,2.38418579102E-6,-0.0000286918093479,-0.0000124125190268,0,0,0,0,0,0,0,0.00206821644679,-0.000300358165987,0.0868844911456,-0.0000757027592044,-0.000502513721585,0.00050893984735,-0.000428860075772,0,0,0,0,0,0,0,
4.68,0.000322961678357,0.00883127681921,-2.71121486379,-0.940329316121,0.0160599906813,0.0156710575187,0.0158494443729,0.0198497024663,0.185210920733,-54.666593587,-18.8064657814,0.320106633941,0.316257521273,0.320288743202,0.00606649798072,0.0556348210893,-16.4036638787,-5.64193872991,0.0960228803515,0.094900892806,0.0961141217583,-0.0000513792001584,0.000028133392334,-0.000038106158172,-0.0000237061358348,1.43051147461E-6,-0.0000230676432693,-0.0000146456532093,0,0,0,0,0,0,0,-0.00232563400641,0.00252695684321,-0.0929204747081,-0.0000423781239078,-0.0000491309328936,0.0000439606665168,-0.0000666547566652,0,0,0,0,0,0,0,
4.72,0.000157510311219,0.00948721401403,-2.71088156747,-0.940329022549,0.0161129119166,0.0157263362325,0.0158883031058,0.0224004985554,0.189944988772,-53.9022818264,-18.80644011,0.322331156,0.304760640974,0.318675111646,0.00688056866937,0.0569851692023,-16.1672016638,-5.64193086349,0.0966999544471,0.0913468082614,0.0956101089066,-0.0000438690622104,0.000091552734375,-0.0000821047433419,-0.0000219582288992,-2.02386490855E-6,-0.0000243830309046,-0.0000162964515766,0,0,0,0,0,0,0,-0.00443822843954,0.000168639220647,-0.0453774146736,-0.000118344236398,-0.000313613098115,0.00535591924563,-0.000248631346039,0,0,0,0,0,0,0,
